_id,name,id
ObjectId("5de858562e0ddc657d1b6bdc"),Instituto Nacional para la Evaluación de la Educación,INEE-225
ObjectId("5de858562e0ddc657d1b6bdd"),Impresora y Encuadernadora Progreso, S.A. de C.V.,IEPSA-170
ObjectId("5de858562e0ddc657d1b6bde"),Instituto Mexicano del Seguro Social,IMSS-192
ObjectId("5de858562e0ddc657d1b6bdf"),Comisión Federal de Electricidad,CFE-76
ObjectId("5de858562e0ddc657d1b6be0"),Instituto Nacional de Estadística Y Geografía,INEGI-313
ObjectId("5de858562e0ddc657d1b6be1"),Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,ISSSTE-181
ObjectId("5de858562e0ddc657d1b6be2"),Secretaría de Agricultura y Desarrollo Rural,SADER-261
ObjectId("5de858562e0ddc657d1b6be3"),Secretaria de Bienestar,BIENESTAR-263
ObjectId("5de858562e0ddc657d1b6be4"),Instituto Nacional de los Pueblos Indígenas,INPI-97
ObjectId("5de858562e0ddc657d1b6be5"),Centro de Ingeniería y Desarrollo Industrial,CIDESI-37
ObjectId("5de858562e0ddc657d1b6be6"),Instituto Nacional de Pediatría,INP-216
ObjectId("5de858562e0ddc657d1b6be7"),FONATUR Tren Maya, S.A. de C.V.,FONATUR TREN MAYA-145
ObjectId("5de858562e0ddc657d1b6be8"),Instituto Nacional para el Desarrollo de Capacidades del Sector Rural, A.C.,INCARURAL-222
